time	ctime	crpm	ccrpm	cfr	ccfr	cmdl	cpx	cpy	cpz	cm	ct	csn	cbn	cls	clx	cly	clz	asprms	aaccrms	asoundrms	cut
211105 14:46:51.875	1.825	601.000000	600.000000	48.000000	8.000000	G01	61.696000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.463190	0.733270	0.008194	1	
211105 14:46:51.975	1.925	601.000000	600.000000	48.000000	8.000000	G01	61.696000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.709312	0.436089	0.008061	1	
211105 14:46:52.075	2.025	600.000000	600.000000	48.000000	8.000000	G01	61.133000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.666629	0.345713	0.007743	1	
211105 14:46:52.175	2.125	600.000000	600.000000	48.000000	8.000000	G01	61.133000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.487980	0.267924	0.007807	1	
211105 14:46:52.275	2.225	600.000000	600.000000	48.000000	8.000000	G01	61.133000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.403908	0.199045	0.007940	1	
211105 14:46:52.375	2.325	600.000000	600.000000	48.000000	8.000000	G01	60.672000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.537842	0.346404	0.008068	1	
211105 14:46:52.475	2.425	600.000000	600.000000	48.000000	8.000000	G01	60.672000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.580081	0.217555	0.007965	1	
211105 14:46:52.575	2.525	600.000000	600.000000	48.000000	8.000000	G01	60.672000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.585826	0.268636	0.008318	1	
211105 14:46:52.675	2.625	601.000000	600.000000	48.000000	8.000000	G01	60.108000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.591576	0.754604	0.007810	1	
211105 14:46:52.775	2.725	601.000000	600.000000	48.000000	8.000000	G01	60.108000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.425385	0.348518	0.007989	1	
211105 14:46:52.875	2.825	601.000000	600.000000	48.000000	8.000000	G01	60.108000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.443361	0.347901	0.007837	1	
211105 14:46:52.975	2.925	601.000000	600.000000	48.000000	8.000000	G01	60.108000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.595036	0.209718	0.007996	1	
211105 14:46:53.075	3.025	600.000000	600.000000	48.000000	8.000000	G01	59.647000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.554310	0.277634	0.007896	1	
211105 14:46:53.175	3.125	600.000000	600.000000	48.000000	8.000000	G01	59.647000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.574152	0.206141	0.007832	1	
211105 14:46:53.275	3.225	600.000000	600.000000	48.000000	8.000000	G01	59.647000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.476458	0.224628	0.007544	1	
211105 14:46:53.375	3.325	601.000000	600.000000	48.000000	8.000000	G01	59.135000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.477051	0.226558	0.007855	1	
211105 14:46:53.475	3.425	601.000000	600.000000	48.000000	8.000000	G01	59.135000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.490771	0.280215	0.007810	1	
211105 14:46:53.575	3.525	601.000000	600.000000	48.000000	8.000000	G01	59.135000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.524894	0.197617	0.007640	1	
211105 14:46:53.675	3.625	600.000000	600.000000	48.000000	8.000000	G01	58.623000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.662152	0.383079	0.007949	1	
211105 14:46:53.775	3.725	600.000000	600.000000	48.000000	8.000000	G01	58.623000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.373020	0.914999	0.007542	1	
211105 14:46:53.875	3.825	600.000000	600.000000	48.000000	8.000000	G01	58.623000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.372742	0.483330	0.007950	1	
211105 14:46:53.975	3.925	600.000000	600.000000	48.000000	8.000000	G01	58.111000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.490345	0.531443	0.008293	1	
211105 14:46:54.075	4.025	600.000000	600.000000	48.000000	8.000000	G01	58.111000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.529556	0.397548	0.007796	1	
211105 14:46:54.175	4.125	600.000000	600.000000	48.000000	8.000000	G01	58.111000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.545506	0.515759	0.007450	1	
211105 14:46:54.275	4.225	600.000000	600.000000	48.000000	8.000000	G01	58.111000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.358853	0.469207	0.007601	1	
211105 14:46:54.375	4.325	600.000000	600.000000	48.000000	8.000000	G01	57.547000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.495346	0.273670	0.007672	1	
211105 14:46:54.475	4.425	600.000000	600.000000	48.000000	8.000000	G01	57.547000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.512563	0.198938	0.008018	1	
211105 14:46:54.575	4.525	600.000000	600.000000	48.000000	8.000000	G01	57.547000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.496805	0.210720	0.007801	1	
211105 14:46:54.675	4.625	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.558670	0.265061	0.007710	1	
211105 14:46:54.775	4.725	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.343394	0.237467	0.007883	1	
211105 14:46:54.875	4.825	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.425026	0.246547	0.007910	1	
211105 14:46:54.975	4.925	601.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.506166	0.525002	0.008156	1	
211105 14:46:55.075	5.025	601.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.486628	0.592939	0.008254	1	
211105 14:46:55.175	5.125	601.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.443789	0.318849	0.008109	1	
211105 14:46:55.275	5.225	600.000000	600.000000	48.000000	8.000000	G01	56.062000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.351867	0.265335	0.008283	1	
211105 14:46:55.375	5.325	600.000000	600.000000	48.000000	8.000000	G01	56.062000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.530458	0.218244	0.008220	1	
211105 14:46:55.475	5.425	600.000000	600.000000	48.000000	8.000000	G01	56.062000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.484508	0.218262	0.008161	1	
211105 14:46:55.575	5.525	601.000000	600.000000	48.000000	8.000000	G01	55.601000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.485081	0.251792	0.008241	1	
211105 14:46:55.675	5.625	601.000000	600.000000	48.000000	8.000000	G01	55.601000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.545902	0.217163	0.008225	1	
211105 14:46:55.775	5.725	601.000000	600.000000	48.000000	8.000000	G01	55.601000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.380581	0.229650	0.008218	1	
211105 14:46:55.875	5.825	600.000000	600.000000	48.000000	8.000000	G01	55.089000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.366919	0.245087	0.008409	1	
211105 14:46:55.975	5.925	600.000000	600.000000	48.000000	8.000000	G01	55.089000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.473714	0.252789	0.008348	1	
211105 14:46:56.075	6.025	600.000000	600.000000	48.000000	8.000000	G01	55.089000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.512579	0.269061	0.008369	1	
211105 14:46:56.175	6.125	600.000000	600.000000	48.000000	8.000000	G01	54.576000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.513518	0.362871	0.008237	1	
211105 14:46:56.275	6.225	600.000000	600.000000	48.000000	8.000000	G01	54.576000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.303188	0.315919	0.008045	1	
211105 14:46:56.375	6.325	600.000000	600.000000	48.000000	8.000000	G01	54.576000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.449703	0.228274	0.007923	1	
211105 14:46:56.475	6.425	600.000000	600.000000	48.000000	8.000000	G01	54.115000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.411934	0.235946	0.008261	1	
211105 14:46:56.575	6.525	600.000000	600.000000	48.000000	8.000000	G01	54.115000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.496606	0.222850	0.008060	1	
211105 14:46:56.675	6.625	600.000000	600.000000	48.000000	8.000000	G01	54.115000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.553267	0.254403	0.007922	1	
211105 14:46:56.775	6.725	600.000000	600.000000	48.000000	8.000000	G01	53.603000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.376190	0.297244	0.007962	1	
211105 14:46:56.875	6.825	600.000000	600.000000	48.000000	8.000000	G01	53.603000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.296294	0.312947	0.007904	1	
211105 14:46:56.975	6.925	600.000000	600.000000	48.000000	8.000000	G01	53.603000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.335486	0.278167	0.008045	1	
211105 14:46:57.075	7.025	600.000000	600.000000	48.000000	8.000000	G01	53.603000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.512474	0.288616	0.008132	1	
211105 14:46:57.175	7.125	601.000000	600.000000	48.000000	8.000000	G01	53.091000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.493859	0.359483	0.008453	1	
211105 14:46:57.275	7.225	601.000000	600.000000	48.000000	8.000000	G01	53.091000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.312867	0.259485	0.008001	1	
211105 14:46:57.375	7.325	601.000000	600.000000	48.000000	8.000000	G01	53.091000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.309807	0.253532	0.008270	1	
211105 14:46:57.475	7.425	600.000000	600.000000	48.000000	8.000000	G01	52.630000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.078907	0.195554	0.008260	1	
211105 14:46:57.575	7.525	600.000000	600.000000	48.000000	8.000000	G01	52.630000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.053012	0.224792	0.008362	1	
211105 14:46:57.675	7.625	600.000000	600.000000	48.000000	8.000000	G01	52.630000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.142061	0.330989	0.007889	1	
211105 14:46:57.775	7.725	600.000000	600.000000	48.000000	8.000000	G01	52.169000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.011679	0.445793	0.008060	1	
211105 14:46:57.875	7.825	600.000000	600.000000	48.000000	8.000000	G01	52.169000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.879722	0.443867	0.007934	1	
211105 14:46:57.975	7.925	600.000000	600.000000	48.000000	8.000000	G01	52.169000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.813962	0.606523	0.008012	1	
211105 14:46:58.075	8.025	601.000000	600.000000	48.000000	8.000000	G01	51.606000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.576828	0.425587	0.007989	1	
211105 14:46:58.175	8.125	601.000000	600.000000	48.000000	8.000000	G01	51.606000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.491052	0.516665	0.008078	1	
211105 14:46:58.275	8.225	601.000000	600.000000	48.000000	8.000000	G01	51.606000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.519901	0.366405	0.007856	1	
211105 14:46:58.375	8.325	600.000000	600.000000	48.000000	8.000000	G01	51.042000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.455929	0.238298	0.007807	1	
211105 14:46:58.475	8.425	600.000000	600.000000	48.000000	8.000000	G01	51.042000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.558331	0.247848	0.007840	1	
211105 14:46:58.575	8.525	600.000000	600.000000	48.000000	8.000000	G01	51.042000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.557940	0.236238	0.007969	1	
211105 14:46:58.675	8.625	600.000000	600.000000	48.000000	8.000000	G01	50.581000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.499078	0.258703	0.007499	1	
211105 14:46:58.775	8.725	600.000000	600.000000	48.000000	8.000000	G01	50.581000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.575922	0.199248	0.007451	1	
211105 14:46:58.875	8.825	600.000000	600.000000	48.000000	8.000000	G01	50.581000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.431768	0.198089	0.007651	1	
211105 14:46:58.975	8.925	601.000000	600.000000	48.000000	8.000000	G01	50.069000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.433291	0.216118	0.007440	1	
211105 14:46:59.075	9.025	601.000000	600.000000	48.000000	8.000000	G01	50.069000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.406710	0.193911	0.007622	1	
211105 14:46:59.175	9.125	601.000000	600.000000	48.000000	8.000000	G01	50.069000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.466117	0.231677	0.007642	1	
211105 14:46:59.275	9.225	601.000000	600.000000	48.000000	8.000000	G01	50.069000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.392154	0.256414	0.007553	1	
211105 14:46:59.375	9.325	600.000000	600.000000	48.000000	8.000000	G01	49.557000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.530323	0.285031	0.007538	1	
211105 14:46:59.475	9.425	600.000000	600.000000	48.000000	8.000000	G01	49.557000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.600429	0.190403	0.007029	1	
211105 14:46:59.575	9.525	600.000000	600.000000	48.000000	8.000000	G01	49.557000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.475869	0.232784	0.007185	1	
211105 14:46:59.675	9.625	600.000000	600.000000	48.000000	8.000000	G01	49.045000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.495327	0.190774	0.007573	1	
211105 14:46:59.775	9.725	600.000000	600.000000	48.000000	8.000000	G01	49.045000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.552743	0.217006	0.007198	1	
211105 14:46:59.875	9.825	600.000000	600.000000	48.000000	8.000000	G01	49.045000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.526133	0.205551	0.007281	1	
211105 14:46:59.975	9.925	601.000000	600.000000	48.000000	8.000000	G01	48.584000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.340126	0.199048	0.007162	1	
211105 14:47:00.075	10.025	601.000000	600.000000	48.000000	8.000000	G01	48.584000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.551272	0.195764	0.007492	1	
211105 14:47:00.175	10.125	601.000000	600.000000	48.000000	8.000000	G01	48.584000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.497354	0.211283	0.007535	1	
211105 14:47:00.275	10.225	601.000000	600.000000	48.000000	8.000000	G01	48.071000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.521347	0.240126	0.007925	1	
211105 14:47:00.375	10.325	601.000000	600.000000	48.000000	8.000000	G01	48.071000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.574301	0.204026	0.007440	1	
211105 14:47:00.475	10.425	601.000000	600.000000	48.000000	8.000000	G01	48.071000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.456097	0.178050	0.007269	1	
211105 14:47:00.575	10.525	601.000000	600.000000	48.000000	8.000000	G01	47.610000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.564427	0.243663	0.007481	1	
211105 14:47:00.675	10.625	601.000000	600.000000	48.000000	8.000000	G01	47.610000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.524393	0.246075	0.008015	1	
211105 14:47:00.775	10.725	601.000000	600.000000	48.000000	8.000000	G01	47.610000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.428961	0.273352	0.007763	1	
211105 14:47:00.875	10.825	601.000000	600.000000	48.000000	8.000000	G01	47.098000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.406260	0.230022	0.007564	1	
211105 14:47:00.975	10.925	601.000000	600.000000	48.000000	8.000000	G01	47.098000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.535189	0.256567	0.007597	1	
211105 14:47:01.075	11.025	601.000000	600.000000	48.000000	8.000000	G01	47.098000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.489410	0.253146	0.007363	1	
211105 14:47:01.175	11.125	601.000000	600.000000	48.000000	8.000000	G01	46.586000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.461399	0.207542	0.007601	1	
211105 14:47:01.275	11.225	601.000000	600.000000	48.000000	8.000000	G01	46.586000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.434939	0.190836	0.007775	1	
211105 14:47:01.375	11.325	601.000000	600.000000	48.000000	8.000000	G01	46.586000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.541839	0.168468	0.008005	1	
211105 14:47:01.475	11.425	600.000000	600.000000	48.000000	8.000000	G01	46.125000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.473381	0.451840	0.007773	1	
211105 14:47:01.575	11.525	600.000000	600.000000	48.000000	8.000000	G01	46.125000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.340789	0.859894	0.007795	1	
211105 14:47:01.675	11.625	600.000000	600.000000	48.000000	8.000000	G01	46.125000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.499079	1.136793	0.007973	1	
211105 14:47:01.775	11.725	600.000000	600.000000	48.000000	8.000000	G01	45.612000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.429029	1.310584	0.007367	1	
211105 14:47:01.875	11.825	600.000000	600.000000	48.000000	8.000000	G01	45.612000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.499215	1.877453	0.007505	1	
211105 14:47:01.975	11.925	600.000000	600.000000	48.000000	8.000000	G01	45.612000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.472785	1.997245	0.007245	1	
211105 14:47:02.075	12.025	600.000000	600.000000	48.000000	8.000000	G01	45.151000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.503195	1.263954	0.007180	1	
211105 14:47:02.175	12.125	600.000000	600.000000	48.000000	8.000000	G01	45.151000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.566378	0.388326	0.007347	1	
211105 14:47:02.275	12.225	600.000000	600.000000	48.000000	8.000000	G01	45.151000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.552185	0.639121	0.008043	1	
211105 14:47:02.375	12.325	600.000000	600.000000	48.000000	8.000000	G01	44.639000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.414218	0.932928	0.008374	1	
